1109.8,1320.6
1437.2,1480.6
1452.8,1487.5
1444.7,1476.9
1404.8,1441.6
1363.5,1383.5
1396.3,1474.3
1410.9,1474.1
1383,1409.5
1386.5,1427.4
1385.7,1437.7
1345.9,1475.5
1417.4,1425.1
1492.4,1492.4
1427.6,1466.2
1425.4,1425.4
1387.4,1402.2
1417.6,1418.8
1399.4,1466.2
1442.1,1474.6
1390.3,1493
1367.7,1415.9
1365.9,1397.3
1379.7,1405.8
1385.6,1421.7
1334.6,1452.6
1454.7,1479.6
1413.7,1413.7
1455.3,1455.3
1449.7,1449.7
1194.7,1378.3
1194.4,1406.7
1157.1,1354.1
1196.5,1380.6
1218.5,1579.9
1256.1,1588.9
1266.7,1580.2
1242.1,1557.1
1255.2,1577
1212.6,1420.7
1306,1456.1
1266,1453.4
1147.9,1374.3
1192.9,1400.1
1181.4,1405.1
1166.2,1393.5
1161.5,1415.5
1168.6,1389.3
1170.1,1372.1
1164.6,1410.1
1199.9,1336.3
1364.6,1449.4
1396.2,1520.7
1386.1,1504.4
1168.9,1473.3
1138.3,1473.6
1129.1,1447.4
1185.6,1529.9
1159.4,1480.8
1181.8,1461.6
1194.9,1453
1204.5,1450.9
1223.1,1419.9
1201.8,1394.3
1206.8,1414.4
1207.4,1475.2
1181.7,1471.8
1187.3,1478.2
1200.9,1459.7
1195.9,1481.6
1236.1,1485.4
1191.3,1476.6
1112.2,1479.4
1104.1,1453.9
1124.4,1454.5
1204.5,1437
1204.8,1474
1222,1466.9
1236.9,1469.6
1216.2,1452.3
1256,1439.1
1203.4,1486.6
1269.8,1486.3
1244.5,1422.2
1232.5,1433.9
1199.8,1432.3
1176.1,1393.6
1226.7,1426.2
1174,1413.4
1222.1,1432.2
1186.1,1424.9
1328.2,1378.7
1319.2,1403.4
1294.2,1458
1305.2,1431.2
1332.7,1399.4
1395.6,1435.9
1388.9,1438.5
1426.3,1484.1
1278.6,1553.6
1258.7,1601.2
1262.8,1448.2
1246.8,1474.2
1299.7,1444.5
1231.6,1504.6
1216.2,1533.8
1199.3,1480.6
1266.5,1515.9
1220.1,1552.1
1342.8,1489
1268.9,1503
1395.3,1407.7
1357.7,1407
1447.3,1447.3
1425.8,1425.8
1320.2,1467.2
1205,1433.6
1267.8,1435.8
1245.4,1442.7
1263.6,1412.2
1253,1388.9
1292.4,1452.8
1234.6,1486
1297.3,1427.4
1239.3,1435.8
1228.9,1402.1
1249.4,1439
1227.6,1459.8
1211.6,1423
1262.1,1466.4
1273,1413.7
1291.3,1474.3
1298.8,1403.2
1222.2,1393
1216.1,1372
1306.7,1452.5
1296.2,1471.5
1313.5,1417.8
1317.1,1431.8
1277.5,1440.5
1295.6,1433.1
1303.4,1447
1320.8,1361.8
1294.7,1352.9
1242.5,1385
1210.2,1412.4
1202.2,1382.8
1257.9,1413.8
1279.2,1493.9
1426.3,1516.3
1351.9,1542.7
1372.7,1554.7
1367.2,1543.7
1364.6,1548.5
1361.1,1552.5
1474.3,1585
1075.5,1430.8
996.91,1494.3
1087.5,1522.1
1088.5,1473.9
1092.7,1421.6
1071.2,1471.7
1056,1433.4
1057.4,1437.1
1052.7,1472
1055.8,1402.8
1083.8,1450.9
1088.5,1466.3
1044.3,1502
1066.5,1478.4
1084.5,1431.9
1053,1448.9
1086.3,1460
1083.4,1507.2
1068.6,1437
1103.1,1465.2
1047.2,1498
1077.3,1469.9
1104.6,1467.3
1051.5,1419.8
1069.4,1460.4
1072.6,1418.4
1095.1,1454.4
1093.9,1432.4
1119.9,1427.7
1101,1390.9
1082,1382.7
1093.3,1546.6
1178,1498.3
1151.1,1506.3
1201,1516.7
1191.1,1523.4
1017.6,1369.9
999.86,1372.1
963.99,1402.7
948.82,1385.6
942.6,1396.6
924.9,1401.8
926.26,1399.1
908.03,1404
932.35,1431.1
949.23,1419.7
952.05,1383.3
975.42,1304.6
984.09,1302.7
1057.5,1462.7
1023.3,1462.1
1022.8,1361.8
968.85,1416.2
970.23,1449.4
955.77,1393.4
1029.3,1475.9
970.46,1419.5
1039.1,1345.8
948.91,1443.2
903,1423.7
913.47,1466.3
874.01,1450.2
926.14,1434.9
916.53,1402.8
923.69,1433.5
903.81,1395.2
881.99,1421.6
896.19,1410.3
878.73,1412.6
931.8,1356
973.34,1350.4
939.97,1383.1
919.75,1391.6
964.59,1377.5
962.49,1368.9
893.52,1356.8
946.26,1262.9
941.7,1288.6
966.16,1302.7
920.04,1378
954.94,1414.1
941.21,1399
960.2,1382.5
1014.8,1550
821.16,1294.5
773.21,1323.8
842.64,1402.5
924.24,1358.6
922.85,1293.6
902.73,1280
1029.1,1372.8
1020.8,1420.5
1014.7,1473
1020.9,1504.8
1041.9,1490.4
1048.9,1461.4
1005.5,1494.7
1091.7,1335
1067.8,1352.6
1060.3,1477.6
1100.3,1433.9
927.86,1475.6
921.86,1415.8
921.56,1442.6
932.86,1482.6
926.03,1471.9
940.02,1478.7
860.4,1423
897.74,1445.6
881,1425.2
896.89,1441.8
925.93,1432.4
923.34,1465.8
1055.5,1519.1
1041.4,1568.5
1008.5,1549.2
1127.7,1452.7
1062.9,1436.4
1103.9,1463.3
1120.9,1427.5
1014.9,1533
1238.3,1523.4
1246.3,1452.6
1248.6,1510.1
1279.7,1425.4
1272.1,1432.9
1226.8,1327.7
1496.5,1613.2
1231.9,1616.7
1278.9,1585.5
1305.4,1622.5
1329.5,1685.9
1353.2,1646.1
1283.4,1524.4
1230.9,1528.5
1257.5,1515.4
1269.1,1546.2
1239.3,1506.3
1269.9,1517.6
1271.4,1534.3
1299.2,1557.2
1317.4,1539
1060.3,1547.8
1039.3,1528.2
1065.8,1534.1
1051.8,1568.9
1124.6,1312.8
1174.5,1364.1
1051.7,1414.7
1079.2,1405.9
1068.7,1433.1
1092.5,1417.7
1090.6,1459.6
1100.2,1379.3
1126.5,1383.1
1141.2,1377.7
1088,1350.4
1097.2,1332.2
1086.5,1575.6
1205.3,1604.8
1167.2,1600.8
1146.3,1613.2
1149.5,1605
1154.5,1612.6
1168.3,1637.9
1183.9,1620.5
1182,1648.5
1181.9,1421.4
1225.8,1430.4
1198,1444.6
1159.3,1368.1
1156.1,1400.1
1198.4,1338.1
1214.7,1328.6
1192,1373.7
1143.7,1427.4
1132.4,1460.2
1094.1,1489.7
1216.1,1527.3
1207.8,1534.8
1189.3,1522.2
1170.8,1462.9
1091.5,1580.8
1100.7,1498.3
1129.3,1531.1
1111.6,1533.4
1113.6,1462.6
1091.1,1532.5
1062.3,1536.5
1065,1555.9
1119.2,1513.6
1111.7,1503.8
1310.7,1413.7
1330.8,1386.1
1292.8,1413.8
1330.3,1423.5
1202.6,1485.7
1175.3,1439.3
1249.4,1444.1
1213.5,1437
1103.5,1474.7
1188.5,1506.2
1083.6,1502.5
1057.5,1519.9
1073.5,1465.6
1219.6,1352.9
1150.5,1470.3
1162.8,1447.9
1097.9,1468
1120.2,1435.6
1211,1446.7
1180.8,1455.5
1141,1558.1
1260.8,1441.6
1182.8,1530.8
1266.8,1588.5
1248.1,1514.8
1230.8,1577
1288.8,1563.4
1300.5,1508.3
1303.3,1518.7
1242.9,1536.5
1268.9,1530.8
1209.7,1486.5
1268.3,1534.5
1253.6,1523.3
1239.6,1555.8
1279.8,1531.1
1252.4,1514.5
1173.8,1481.1
1160.7,1476.3
1194.4,1551.1
1311.4,1471.1
1272.6,1445.4
1282.7,1457.7
1259.3,1441.2
1227.8,1408.6
1218.3,1413.6
1151.1,1420.5
1337.2,1428.1
1279.5,1381.5
1334,1423.2
1364.1,1429.2
1326.5,1449.5
1358.7,1394.9
1397,1441.9
1404.2,1418.5
1420.1,1420.1
1349.8,1446
1133.6,1447.8
1147.8,1451.2
1238.5,1564.4
1210.7,1493.5
1184.1,1513.4
1177,1415.6
1217.5,1533.2
1205.3,1522.2
1234.5,1537.8
1244.8,1524.9
1319.6,1571.5
1341.2,1601.4
1426.4,1426.4
1373.2,1441.7
1219.1,1476.9
1213.9,1496.2
1236.4,1450.6
1197.9,1501.4
1243.8,1514.6
1238.9,1484.8
1244.5,1475.6
1191.7,1444.6
1360.1,1360.1
1261.3,1406.2
1327.6,1438.2
1287.7,1470
1319.4,1431.5
1303,1451.3
1313.7,1368.4
1321,1348.6
1527.2,1620.4
1488.9,1637.8
1569.6,1574.1
1483.9,1591.2
1530.3,1572.1
1511.3,1621.8
1499.6,1624.8
1539,1599.6
1554.3,1629.6
1507.7,1560.9
1477.5,1611.8
1518,1590.1
1367,1400.1
1435.9,1441.5
1372.1,1513.7
1399,1461.4
1385.2,1465.3
1429.2,1435.9
1341.4,1466.5
1376.6,1422.7
1396.8,1420.4
1242.6,1679.9
1135.1,1586.9
1264.6,1647.7
1269.4,1641.9
1131.6,1683
1154.6,1667.9
1139.1,1704.3
1167.6,1664.3
1185.2,1636.2
1147.7,1638.8
1124.9,1640.6
1145.8,1658.1
1082.9,1663.4
1172.6,1621.5
1144.4,1618
1170.5,1596.6
1184.1,1599.7
1175.7,1591.5
1158.8,1643
1198.1,1516.6
1194,1526.6
1162.4,1442.1
1193.7,1460.5
1302.1,1539.9
1186.4,1443.3
1226.2,1374.1
1294.7,1522.8
1269.1,1543.1
1247.6,1481.8
1261.9,1442.5
1262.6,1429.9
1242.9,1422.4
1246.3,1448.9
1209.2,1441.4
1190.2,1456.6
1215.4,1430
1187.8,1459.6
1254.6,1445.4
1211.2,1499.1
1311.8,1396.9
1283.4,1408.8
1317.9,1438.3
1320,1396.9
1324.5,1408.5
1309,1418
1263.5,1426.2
1302.3,1431.4
1296.6,1410.7
1325.8,1438
1191.8,1488.7
1205.2,1515.3
1240.5,1498.6
1250.5,1658
1274.9,1682.9
1220.1,1687.4
1188.8,1704.2
1226.3,1607.1
1099.4,1648.5
1176.4,1539.5
1193.8,1604.7
1219.4,1561.3
1184.1,1551.6
1144.3,1560.7
1174.3,1568.8
1216.5,1534.7
1174.9,1589.9
1151.3,1510.7
1176.6,1538.3
1187.3,1530.8
1148.2,1519.5
1187.9,1545.1
1162.5,1578.1
1186.3,1551.7
1190.3,1558.3
1213,1538.1
1196.3,1527.4
1273.6,1493.2
1303.6,1472.4
1267.6,1509.3
1258.9,1498.6
1311.7,1505.8
1249.5,1599.1
1256.8,1607.5
1207.7,1476.7
1203.2,1501.1
1200.5,1519.4
1374.1,1374.1
1298.1,1374.4
1275.6,1394.7
1310,1423.5
1309.3,1363.7
1256.8,1499.1
1243,1482.9
1298.2,1476.8
1290.1,1418.9
1305,1453.2
1303.8,1483.4
1282.6,1455.9
1281.8,1468
1315.6,1452.2
1303.2,1429.3
1306.1,1463.6
1187.7,1472
1377.5,1402.7
1371.1,1425.6
1271,1318.8
1249,1454.8
1002.5,1724.6
918.71,1709.4
930.71,1714.3
935.45,1704.5
1126.8,1610.9
1137.7,1574.2
1077.4,1789.1
1002.2,1829.4
1053.7,1818.2
1048.2,1817.8
1045.5,1769.3
1041.2,1747.1
1069.3,1784.8
1061,1763.9
1077.8,1768.6
915.25,1540.5
891.88,1535.4
985.46,1434.9
1085.4,1391.3
1022.1,1433
1063.7,1402.7
1082,1431.6
1028.1,1400.3
1020.1,1404
1027.1,1376.1
1036.6,1393.2
1022.6,1433
1079.9,1436.9
1038.1,1386.6
1061.4,1457.8
1037.3,1438
1097.9,1440.6
1086.8,1503.1
1070.3,1457.8
1004.6,1475.3
1121,1323.3
1093.4,1367.7
1093.7,1389.9
1118.1,1367.7
1149.2,1494.8
1077.7,1377
1036.7,1437.7
974.53,1436.4
1028.5,1464.4
1095.2,1426.7
1076.4,1412.7
1024.5,1422.6
1030.9,1422.9
1058.5,1407.4
1033.2,1444.4
1019.3,1431.2
1020.4,1454
1069,1481.7
1065.2,1485
958.74,1481.6
981.64,1479
970.5,1466.4
949.98,1478
950.29,1807.1
1064.3,1462.7
1043,1511.1
1493.1,1637.6
1585.7,1737.9
1489.5,1709.4
1488.5,1721.8
1592.1,1678.5
1537.1,1576.4
1522,1600.6
1499.4,1608.4
1433,1580.1
1346.6,1540.9
1509.1,1509.1
1494.5,1543.2
1493.7,1596.9
1518.6,1614.9
1471.4,1578
1427.3,1575.5
1464.2,1531.3
1514.9,1643
1431.4,1596.6
1453.9,1579
